variables = x, value-predict, value-true, error
0.00000000000000e+00 2.43186183231874e+00 2.43177062311339e+00 9.12092053528823e-05
5.00000000000000e-03 2.46632712925456e+00 2.46616753293972e+00 1.59596314835309e-04
1.00000000000000e-02 2.49842266253108e+00 2.49819915448034e+00 2.23508050748666e-04
1.50000000000000e-02 2.52799056641782e+00 2.52771372985530e+00 2.76836562514760e-04
2.00000000000000e-02 2.55489270721150e+00 2.55457488279246e+00 3.17824419047597e-04
2.50000000000000e-02 2.57901040244258e+00 2.57866244818360e+00 3.47954258984373e-04
3.00000000000000e-02 2.60024398155789e+00 2.59987320173000e+00 3.70779827887802e-04
3.50000000000000e-02 2.61851230979974e+00 2.61812148518152e+00 3.90824618211383e-04
4.00000000000000e-02 2.63375236653905e+00 2.63333972331718e+00 4.12643221863629e-04
4.50000000000000e-02 2.64591893474664e+00 2.64547882948272e+00 4.40105263920021e-04
5.00000000000000e-02 2.65498442435098e+00 2.65450849718747e+00 4.75927163507084e-04
5.50000000000000e-02 2.66093882261003e+00 2.66041737596564e+00 5.21446644392132e-04
6.00000000000000e-02 2.66378974170121e+00 2.66321313042021e+00 5.76611280998396e-04
6.50000000000000e-02 2.66356251861586e+00 2.66292238208847e+00 6.40136527393143e-04
7.00000000000000e-02 2.66030031514373e+00 2.65959053448992e+00 7.09780653815884e-04
7.50000000000000e-02 2.65406416542918e+00 2.65328148243819e+00 7.82682990995820e-04
8.00000000000000e-02 2.64493292390763e+00 2.64407720741157e+00 8.55716496058090e-04
8.50000000000000e-02 2.63300307574567e+00 2.63207726147960e+00 9.25814266074187e-04
9.00000000000000e-02 2.61838838351665e+00 2.61739814297001e+00 9.90240546641985e-04
9.50000000000000e-02 2.60121935617650e+00 2.60017256772797e+00 1.04678844852923e-03
1.00000000000000e-01 2.58164253814016e+00 2.58054864046305e+00 1.09389767710999e-03
1.05000000000000e-01 2.55981962639700e+00 2.55868893129538e+00 1.13069510161967e-03
1.10000000000000e-01 2.53592643149634e+00 2.53476946319709e+00 1.15696829924694e-03
1.15000000000000e-01 2.51015170357708e+00 2.50897861657418e+00 1.17308700290142e-03
1.20000000000000e-01 2.48269584741323e+00 2.48151595774496e+00 1.17988966826887e-03
1.25000000000000e-01 2.45376955095204e+00 2.45259099854052e+00 1.17855241151954e-03
1.30000000000000e-01 2.42359235046459e+00 2.42242189467697e+00 1.17045578761665e-03
1.35000000000000e-01 2.39239115274508e+00 2.39123409092702e+00 1.15706181806097e-03
1.40000000000000e-01 2.36039873135164e+00 2.35925892144618e+00 1.13980990545670e-03
1.45000000000000e-01 2.32785221021729e+00 2.32673217388556e+00 1.12003633172986e-03
1.50000000000000e-01 2.29499154453794e+00 2.29389262614624e+00 1.09891839169984e-03
1.55000000000000e-01 2.26205800601902e+00 2.26098056479902e+00 1.07744122000097e-03
1.60000000000000e-01 2.22929267756258e+00 2.22823629430637e+00 1.05638325620649e-03
1.65000000000000e-01 2.19693496140008e+00 2.19589864623990e+00 1.03631516018465e-03
1.70000000000000e-01 2.16522110450115e+00 2.16420349768687e+00 1.01760681428020e-03
1.75000000000000e-01 2.13438274568572e+00 2.13338230798255e+00 1.00043770317182e-03
1.80000000000000e-01 2.10464549003111e+00 2.10366068279205e+00 9.84807239053698e-04
1.85000000000000e-01 2.07622751763647e+00 2.07525697439691e+00 9.70543239553923e-04
1.90000000000000e-01 2.04933823530915e+00 2.04838092681811e+00 9.57308491037256e-04
1.95000000000000e-01 2.02417698100491e+00 2.02323237413107e+00 9.44606873845011e-04
2.00000000000000e-01 2.00093179166359e+00 2.00000000000000e+00 9.31791663592474e-04
2.05000000000000e-01 1.97977824527460e+00 1.97886016608158e+00 9.18079193019006e-04
2.10000000000000e-01 1.96087838750562e+00 1.95997581652323e+00 9.02570982391770e-04
2.15000000000000e-01 1.94437975204379e+00 1.94349546531226e+00 8.84286731531736e-04
2.20000000000000e-01 1.93041448202796e+00 1.92955227272105e+00 8.62209306915940e-04
2.25000000000000e-01 1.91909855776427e+00 1.91826321654437e+00 8.35341219901808e-04
2.30000000000000e-01 1.91053113353551e+00 1.90972836324032e+00 8.02770295194488e-04
2.35000000000000e-01 1.90479398398597e+00 1.90403024347033e+00 7.63740515640876e-04
2.40000000000000e-01 1.90195105852845e+00 1.90123333589028e+00 7.17722638172047e-04
2.45000000000000e-01 1.90204814068640e+00 1.90138366237698e+00 6.64478309420513e-04
2.50000000000000e-01 1.90511260839884e+00 1.90450849718747e+00 6.04111211365943e-04
2.55000000000000e-01 1.91115329114819e+00 1.91061619184595e+00 5.37099302243771e-04
2.60000000000000e-01 1.92016042030271e+00 1.91969611683971e+00 4.64303463002524e-04
2.65000000000000e-01 1.93210567019191e+00 1.93171872048530e+00 3.86949706614903e-04
2.70000000000000e-01 1.94694228897603e+00 1.94663570460343e+00 3.06584372598007e-04
2.75000000000000e-01 1.96460532009649e+00 1.96438031592140e+00 2.25004175091303e-04
2.80000000000000e-01 1.98501191674316e+00 1.98486775140779e+00 1.44165335368651e-04
2.85000000000000e-01 2.00806175309092e+00 2.00799567504205e+00 6.60780488717094e-05
2.90000000000000e-01 2.03363753682293e+00 2.03364484283446e+00 7.30601153220434e-06
2.95000000000000e-01 2.06160562751302e+00 2.06167983224433e+00 7.42047313142535e-05
3.00000000000000e-01 2.09181676471357e+00 2.09194987150091e+00 1.33106787342019e-04
3.05000000000000e-01 2.12410690810597e+00 2.12428976371522e+00 1.82855609245358e-04
3.10000000000000e-01 2.15829818993185e+00 2.15852090008677e+00 2.22710154927697e-04
3.15000000000000e-01 2.19419997732216e+00 2.19445235595975e+00 2.52378637583650e-04
3.20000000000000e-01 2.23161003932040e+00 2.23188206297222e+00 2.72023651819886e-04
3.25000000000000e-01 2.27031581061499e+00 2.27059805007310e+00 2.82239458108346e-04
3.30000000000000e-01 2.31009574150231e+00 2.31037974575665e+00 2.84004254337944e-04
3.35000000000000e-01 2.35072072159180e+00 2.35099933348698e+00 2.78611895185410e-04
3.40000000000000e-01 2.39195556336670e+00 2.39222315195700e+00 2.67588590300072e-04
3.45000000000000e-01 2.43356053096941e+00 2.43381313154985e+00 2.52600580445073e-04
3.50000000000000e-01 2.47529289944805e+00 2.47552825814758e+00 2.35358699530952e-04
3.55000000000000e-01 2.51690853007259e+00 2.51712605526309e+00 2.17525190496559e-04
3.60000000000000e-01 2.55816344805042e+00 2.55836407535859e+00 2.00627308165835e-04
3.65000000000000e-01 2.59881540987727e+00 2.59900139115685e+00 1.85981279582137e-04
3.70000000000000e-01 2.63862544849981e+00 2.63880007775179e+00 1.74629251977976e-04
3.75000000000000e-01 2.67735938533171e+00 2.67752667638138e+00 1.67291049674834e-04
3.80000000000000e-01 2.71478929890199e+00 2.71495363083915e+00 1.64331937152706e-04
3.85000000000000e-01 2.75069494052646e+00 2.75086068766886e+00 1.65747142399031e-04
3.90000000000000e-01 2.78486508793206e+00 2.78503625151058e+00 1.71163578522204e-04
3.95000000000000e-01 2.81709882831468e+00 2.81727868724248e+00 1.79858927797039e-04
4.00000000000000e-01 2.84720676296399e+00 2.84739756089084e+00 1.90797926854724e-04
4.05000000000000e-01 2.87501212642366e+00 2.87521481165829e+00 2.02685234634181e-04
4.10000000000000e-01 2.90035181421619e+00 2.90056584784471e+00 2.14033628521459e-04
4.15000000000000e-01 2.92307731444810e+00 2.92330055990464e+00 2.23245456535626e-04
4.20000000000000e-01 2.94305554007630e+00 2.94328424439572e+00 2.28704319423123e-04
4.25000000000000e-01 2.96016956016836e+00 2.96039843312221e+00 2.28872953844217e-04
