,loss,accuracy,lr
0,885.3217163085938,0.0,0.000499994377605617
1,882.7671508789062,0.0,0.0004999887314625084
2,880.440673828125,0.0,0.0004999831435270607
3,878.3309936523438,0.0,0.0004999774973839521
4,876.42919921875,0.0,0.0004999719094485044
5,874.7230834960938,0.0,0.0004999662633053958
6,873.197021484375,0.0,0.0004999606171622872
7,871.8313598632812,0.0,0.0004999550292268395
8,870.599853515625,0.0,0.0004999493830837309
9,869.4663696289062,0.0,0.0004999437369406223
10,868.3837280273438,0.0,0.0004999381490051746
11,867.2974243164062,0.0,0.000499932502862066
12,866.1532592773438,0.0,0.0004999269149266183
13,864.9052734375,0.0,0.0004999212687835097
14,863.520751953125,0.0,0.0004999156226404011
15,861.9818725585938,0.0,0.0004999099764972925
16,860.2837524414062,0.0,0.0004999043885618448
17,858.4320678710938,0.0,0.0004998987424187362
18,856.4401245117188,0.0,0.0004998930962756276
19,854.32666015625,0.0,0.0004998875083401799
20,852.1144409179688,0.0,0.0004998818621970713
21,849.82958984375,0.0,0.0004998762742616236
22,847.50048828125,0.0,0.000499870628118515
23,845.1566162109375,0.0,0.0004998649819754064
24,842.8269653320312,0.0,0.0004998593940399587
25,840.5369262695312,0.0,0.0004998537478968501
26,838.306640625,0.0,0.0004998481017537415
27,836.1513061523438,0.0,0.0004998425138182938
28,834.0867309570312,0.0,0.0004998368676751852
29,832.1380004882812,0.0,0.0004998312797397375
30,830.34765625,0.0,0.0004998256335966289
31,828.7772827148438,0.0,0.0004998199874535203
32,827.500732421875,0.0,0.0004998143995180726
33,826.5883178710938,0.0,0.000499808753374964
34,826.0863647460938,0.0,0.0004998031072318554
35,825.9954833984375,0.0,0.0004997974610887468
36,826.2576904296875,0.0,0.0004997918731532991
37,826.75927734375,0.0,0.0004997862270101905
38,827.3549194335938,0.0,0.0004997806390747428
39,827.9037475585938,0.0,0.0004997749929316342
40,828.3008422851562,0.0,0.0004997694049961865
41,828.4920654296875,0.0,0.0004997637588530779
42,828.471435546875,0.0,0.0004997581127099693
43,828.2691650390625,0.0,0.0004997525247745216
44,827.936767578125,0.0,0.000499746878631413
45,827.5333862304688,0.0,0.0004997412324883044
46,827.1151123046875,0.0,0.0004997356445528567
47,826.72802734375,0.0,0.0004997299984097481
48,826.4044189453125,0.0,0.0004997244104743004
49,826.162109375,0.0,0.0004997187643311918
50,826.005615234375,0.0,0.0004997131181880832
51,825.9286499023438,0.0,0.0004997075302526355
52,825.917724609375,0.0,0.0004997018841095269
53,825.9549560546875,0.0,0.0004996962961740792
54,826.0214233398438,0.0,0.0004996906500309706
55,826.099609375,0.0,0.000499685003887862
56,826.1746826171875,0.0,0.0004996794159524143
57,826.2356567382812,0.0,0.0004996737698093057
58,826.2757568359375,0.0,0.0004996681236661971
59,826.2919921875,0.0,0.0004996625357307494
60,826.2845458984375,0.0,0.0004996568895876408
61,826.2562866210938,0.0,0.0004996513016521931
62,826.211669921875,0.0,0.0004996456555090845
63,826.15625,0.0,0.0004996400675736368
64,826.095703125,0.0,0.0004996344214305282
65,826.0355834960938,0.0,0.0004996288334950805
66,825.980712890625,0.0,0.0004996231873519719
67,825.9347534179688,0.0,0.0004996175412088633
68,825.9002075195312,0.0,0.0004996119532734156
69,825.8779907226562,0.0,0.000499606307130307
70,825.8676147460938,0.0,0.0004996006609871984
71,825.8673095703125,0.0,0.0004995950730517507
72,825.8744506835938,0.0,0.000499589426908642
73,825.8857421875,0.0,0.0004995837807655334
74,825.89794921875,0.0,0.0004995781928300858
75,825.9083862304688,0.0,0.0004995725466869771
76,825.9149169921875,0.0,0.0004995669587515295
77,825.9164428710938,0.0,0.0004995613126084208
78,825.9129638671875,0.0,0.0004995557246729732
79,825.9050903320312,0.0,0.0004995500785298645
80,825.89404296875,0.0,0.0004995444905944169
81,825.8812866210938,0.0,0.0004995388444513083
82,825.8682861328125,0.0,0.0004995332565158606
83,825.8563842773438,0.0,0.000499527610372752
84,825.8463745117188,0.0,0.0004995219642296433
85,825.8389282226562,0.0,0.0004995163762941957
86,825.833984375,0.0,0.000499510730151087
87,825.8314208984375,0.0,0.0004995050840079784
88,825.8306884765625,0.0,0.0004994994960725307
89,825.8311767578125,0.0,0.0004994938499294221
90,825.8320922851562,0.0,0.0004994882619939744
91,825.8329467773438,0.0,0.0004994826158508658
92,825.8331909179688,0.0,0.0004994769697077572
93,825.8325805664062,0.0,0.0004994713817723095
94,825.8309326171875,0.0,0.0004994657356292009
95,825.8284301757812,0.0,0.0004994601476937532
96,825.8251953125,0.0,0.0004994545015506446
97,825.821533203125,0.0,0.0004994489136151969
98,825.8177490234375,0.0,0.0004994432674720883
99,825.8140869140625,0.0,0.0004994376795366406
100,825.8107299804688,0.0,0.000499432033393532
101,825.8079223632812,0.0,0.0004994264454580843
102,825.8056030273438,0.0,0.0004994207993149757
103,825.8037719726562,0.0,0.000499415211379528
104,825.8024291992188,0.0,0.0004994095652364194
105,825.80126953125,0.0,0.0004994039190933108
106,825.80029296875,0.0,0.0004993983311578631
107,825.7992553710938,0.0,0.0004993926850147545
108,825.7981567382812,0.0,0.0004993870970793068
109,825.7968139648438,0.0,0.0004993814509361982
110,825.7952880859375,0.0,0.0004993758630007505
111,825.7935791015625,0.0,0.0004993702168576419
112,825.7916870117188,0.0,0.0004993646289221942
113,825.789794921875,0.0,0.0004993589827790856
114,825.7879028320312,0.0,0.000499353336635977
115,825.7860717773438,0.0,0.0004993477487005293
116,825.7843017578125,0.0,0.0004993421025574207
117,825.78271484375,0.0,0.000499336514621973
118,825.7811889648438,0.0,0.0004993308684788644
119,825.7798461914062,0.0,0.0004993252805434167
120,825.7785034179688,0.0,0.0004993196344003081
121,825.7772827148438,0.0,0.0004993140464648604
122,825.7760009765625,0.0,0.0004993084003217518
123,825.7747192382812,0.0,0.0004993028123863041
124,825.7734375,0.0,0.0004992971662431955
125,825.7720947265625,0.0,0.0004992915201000869
126,825.7706909179688,0.0,0.0004992859321646392
127,825.769287109375,0.0,0.0004992802860215306
128,825.7678833007812,0.0,0.0004992746980860829
129,825.7664794921875,0.0,0.0004992690519429743
130,825.7650756835938,0.0,0.0004992634640075266
131,825.7637329101562,0.0,0.000499257817864418
132,825.7623901367188,0.0,0.0004992522299289703
133,825.7611083984375,0.0,0.0004992465837858617
134,825.7598876953125,0.0,0.000499240995850414
135,825.7586059570312,0.0,0.0004992353497073054
136,825.7573852539062,0.0,0.0004992297617718577
137,825.7561645507812,0.0,0.0004992241156287491
138,825.7549438476562,0.0,0.0004992185276933014
139,825.7537231445312,0.0,0.0004992128815501928
140,825.7525024414062,0.0,0.0004992072936147451
141,825.7512817382812,0.0,0.0004992016474716365
142,825.7500610351562,0.0,0.0004991960595361888
143,825.7488403320312,0.0,0.0004991904133930802
144,825.7476196289062,0.0,0.0004991848254576325
145,825.7463989257812,0.0,0.0004991791793145239
146,825.7452392578125,0.0,0.0004991735913790762
147,825.7440185546875,0.0,0.0004991679452359676
148,825.7428588867188,0.0,0.0004991623573005199
149,825.74169921875,0.0,0.0004991567111574113
150,825.7405395507812,0.0,0.0004991511232219636
151,825.7393798828125,0.0,0.000499145477078855
152,825.73828125,0.0,0.0004991398891434073
153,825.7371215820312,0.0,0.0004991342430002987
154,825.7359619140625,0.0,0.000499128655064851
155,825.7348022460938,0.0,0.0004991230089217424
156,825.7337036132812,0.0,0.0004991174209862947
157,825.7325439453125,0.0,0.0004991117748431861
158,825.7314453125,0.0,0.0004991061869077384
159,825.7303466796875,0.0,0.0004991005407646298
160,825.7291870117188,0.0,0.0004990949528291821
161,825.7280883789062,0.0,0.0004990893066860735
162,825.7269897460938,0.0,0.0004990837187506258
163,825.7258911132812,0.0,0.0004990780726075172
164,825.7247924804688,0.0,0.0004990724846720695
165,825.7236938476562,0.0,0.0004990668385289609
166,825.7225952148438,0.0,0.0004990611923858523
167,825.7214965820312,0.0,0.0004990556044504046
168,825.7203979492188,0.0,0.000499049958307296
169,825.7193603515625,0.0,0.0004990443703718483
170,825.71826171875,0.0,0.0004990387242287397
171,825.7171630859375,0.0,0.000499033136293292
172,825.7161254882812,0.0,0.0004990275483578444
173,825.7150268554688,0.0,0.0004990219022147357
174,825.7139282226562,0.0,0.000499016314279288
175,825.712890625,0.0,0.0004990106681361794
176,825.7117919921875,0.0,0.0004990050802007318
177,825.7107543945312,0.0,0.0004989994340576231
178,825.7096557617188,0.0,0.0004989938461221755
179,825.7086181640625,0.0,0.0004989882581867278
180,825.70751953125,0.0,0.0004989826120436192
181,825.7064819335938,0.0,0.0004989770241081715
182,825.7053833007812,0.0,0.0004989713779650629
183,825.704345703125,0.0,0.0004989657900296152
184,825.7033081054688,0.0,0.0004989601438865066
185,825.7022094726562,0.0,0.0004989545559510589
186,825.701171875,0.0,0.0004989489098079503
187,825.7000732421875,0.0,0.0004989433218725026
188,825.6990356445312,0.0,0.000498937675729394
189,825.6979370117188,0.0,0.0004989320295862854
190,825.6968994140625,0.0,0.0004989264416508377
