variables = x, value-predict, value-true, error
0.00000000000000e+00 2.43180767687938e+00 2.43177062311339e+00 3.70537659875048e-05
5.00000000000000e-03 2.46618401012521e+00 2.46616753293972e+00 1.64771854889167e-05
1.00000000000000e-02 2.49819822577321e+00 2.49819915448034e+00 9.28707125869010e-07
1.50000000000000e-02 2.52770171184409e+00 2.52771372985530e+00 1.20180112168633e-05
2.00000000000000e-02 2.55455881021812e+00 2.55457488279246e+00 1.60725743323376e-05
2.50000000000000e-02 2.57864835854460e+00 2.57866244818360e+00 1.40896389950740e-05
3.00000000000000e-02 2.59986508086098e+00 2.59987320173000e+00 8.12086902479692e-06
3.50000000000000e-02 2.61812079673537e+00 2.61812148518152e+00 6.88446152974365e-07
4.00000000000000e-02 2.63334542393393e+00 2.63333972331718e+00 5.70061674665112e-06
4.50000000000000e-02 2.64548775649921e+00 2.64547882948272e+00 8.92701649046757e-06
5.00000000000000e-02 2.65451600823373e+00 2.65450849718747e+00 7.51104625740240e-06
5.50000000000000e-02 2.66041812029118e+00 2.66041737596564e+00 7.44325542978430e-07
6.00000000000000e-02 2.66320184018157e+00 2.66321313042021e+00 1.12902386395497e-05
6.50000000000000e-02 2.66289458729775e+00 2.66292238208847e+00 2.77947907156850e-05
7.00000000000000e-02 2.65954312644982e+00 2.65959053448992e+00 4.74080400962862e-05
7.50000000000000e-02 2.65321307538412e+00 2.65328148243819e+00 6.84070540666326e-05
8.00000000000000e-02 2.64398827458626e+00 2.64407720741157e+00 8.89328253128596e-05
8.50000000000000e-02 2.63197004775806e+00 2.63207726147960e+00 1.07213721538102e-04
9.00000000000000e-02 2.61727637935432e+00 2.61739814297001e+00 1.21763615687609e-04
9.50000000000000e-02 2.60004103178407e+00 2.60017256772797e+00 1.31535943908023e-04
1.00000000000000e-01 2.58041261977735e+00 2.58054864046305e+00 1.36020685696625e-04
1.05000000000000e-01 2.55855365353629e+00 2.55868893129538e+00 1.35277759084840e-04
1.10000000000000e-01 2.53463955620954e+00 2.53476946319709e+00 1.29906987558659e-04
1.15000000000000e-01 2.50885765552351e+00 2.50897861657418e+00 1.20961050666946e-04
1.20000000000000e-01 2.48140614458674e+00 2.48151595774496e+00 1.09813158216010e-04
1.25000000000000e-01 2.45249300337753e+00 2.45259099854052e+00 9.79951629922482e-05
1.30000000000000e-01 2.42233487053013e+00 2.42242189467697e+00 8.70241468446942e-05
1.35000000000000e-01 2.39115585490480e+00 2.39123409092702e+00 7.82360222189027e-05
1.40000000000000e-01 2.35918627806065e+00 2.35925892144618e+00 7.26433855291475e-05
1.45000000000000e-01 2.32666134198688e+00 2.32673217388556e+00 7.08318986837320e-05
1.50000000000000e-01 2.29381972097912e+00 2.29389262614624e+00 7.29051671166658e-05
1.55000000000000e-01 2.26090208194061e+00 2.26098056479902e+00 7.84828584072805e-05
