,loss,accuracy
0,882.44287109375,0.0
1,881.2222290039062,0.0
2,880.0949096679688,0.0
3,879.0592041015625,0.0
4,878.1131591796875,0.0
5,877.2542724609375,0.0
6,876.4796752929688,0.0
7,875.7857055664062,0.0
8,875.1680297851562,0.0
9,874.6207885742188,0.0
10,874.136474609375,0.0
11,873.7052001953125,0.0
12,873.314208984375,0.0
13,872.9483642578125,0.0
14,872.5910034179688,0.0
15,872.2259521484375,0.0
16,871.8392333984375,0.0
17,871.4210205078125,0.0
18,870.9655151367188,0.0
19,870.4713745117188,0.0
20,869.9400634765625,0.0
21,869.3753662109375,0.0
22,868.7821044921875,0.0
23,868.1650390625,0.0
24,867.5284423828125,0.0
25,866.8753662109375,0.0
26,866.2076416015625,0.0
27,865.5254516601562,0.0
28,864.8278198242188,0.0
29,864.1124877929688,0.0
30,863.376220703125,0.0
31,862.615234375,0.0
32,861.8255004882812,0.0
33,861.0029296875,0.0
34,860.1439819335938,0.0
35,859.2456665039062,0.0
36,858.305908203125,0.0
37,857.3236694335938,0.0
38,856.2990112304688,0.0
39,855.232666015625,0.0
40,854.1261596679688,0.0
41,852.9812622070312,0.0
42,851.7998046875,0.0
43,850.5835571289062,0.0
44,849.3338623046875,0.0
45,848.0518188476562,0.0
46,846.739013671875,0.0
47,845.3973388671875,0.0
48,844.0301513671875,0.0
49,842.6423950195312,0.0
50,841.24072265625,0.0
51,839.8336181640625,0.0
52,838.4307250976562,0.0
53,837.04248046875,0.0
54,835.6793823242188,0.0
55,834.35205078125,0.0
56,833.0712280273438,0.0
57,831.8490600585938,0.0
58,830.698974609375,0.0
59,829.6364135742188,0.0
60,828.6771240234375,0.0
61,827.8359375,0.0
62,827.12451171875,0.0
63,826.5501098632812,0.0
64,826.1156005859375,0.0
65,825.8200073242188,0.0
66,825.65771484375,0.0
67,825.616943359375,0.0
68,825.6779174804688,0.0
69,825.8132934570312,0.0
70,825.9923706054688,0.0
71,826.1856689453125,0.0
72,826.3670043945312,0.0
73,826.514404296875,0.0
74,826.611572265625,0.0
75,826.6509399414062,0.0
76,826.6339721679688,0.0
77,826.5689697265625,0.0
78,826.4673461914062,0.0
79,826.3416748046875,0.0
