,loss,accuracy
0,881.55517578125,0.0
1,881.0435791015625,0.0
2,880.544921875,0.0
3,880.05908203125,0.0
4,879.5858764648438,0.0
5,879.125,0.0
6,878.6760864257812,0.0
7,878.2387084960938,0.0
8,877.8125,0.0
9,877.3968505859375,0.0
10,876.9913330078125,0.0
11,876.595458984375,0.0
12,876.208740234375,0.0
13,875.8306884765625,0.0
14,875.4608764648438,0.0
15,875.0987548828125,0.0
16,874.7437744140625,0.0
17,874.3954467773438,0.0
18,874.0531005859375,0.0
19,873.716064453125,0.0
20,873.3837280273438,0.0
21,873.0552368164062,0.0
22,872.7297973632812,0.0
23,872.406494140625,0.0
24,872.0844116210938,0.0
25,871.7626342773438,0.0
26,871.4400634765625,0.0
27,871.11572265625,0.0
28,870.7885131835938,0.0
29,870.4574584960938,0.0
30,870.1215209960938,0.0
31,869.77978515625,0.0
32,869.4313354492188,0.0
33,869.0752563476562,0.0
34,868.7108764648438,0.0
35,868.3375244140625,0.0
36,867.9545288085938,0.0
37,867.5614013671875,0.0
38,867.15771484375,0.0
39,866.7430419921875,0.0
40,866.317138671875,0.0
41,865.879638671875,0.0
42,865.430419921875,0.0
43,864.96923828125,0.0
44,864.4959716796875,0.0
45,864.010498046875,0.0
46,863.5125732421875,0.0
47,863.0021362304688,0.0
48,862.4790649414062,0.0
49,861.9432373046875,0.0
50,861.39453125,0.0
51,860.832763671875,0.0
52,860.2578125,0.0
53,859.6695556640625,0.0
54,859.0678100585938,0.0
55,858.4525146484375,0.0
56,857.8235473632812,0.0
57,857.1807250976562,0.0
58,856.5241088867188,0.0
59,855.853515625,0.0
60,855.1690673828125,0.0
61,854.470703125,0.0
62,853.7586669921875,0.0
63,853.0330200195312,0.0
64,852.2941284179688,0.0
65,851.542236328125,0.0
66,850.77783203125,0.0
67,850.00146484375,0.0
68,849.2137451171875,0.0
69,848.4154663085938,0.0
70,847.6074829101562,0.0
71,846.790771484375,0.0
72,845.9664306640625,0.0
73,845.1356811523438,0.0
74,844.2999267578125,0.0
75,843.4605102539062,0.0
76,842.6190795898438,0.0
77,841.7772216796875,0.0
78,840.936767578125,0.0
79,840.099609375,0.0
80,839.2677612304688,0.0
81,838.4432983398438,0.0
82,837.6283569335938,0.0
83,836.8252563476562,0.0
84,836.036376953125,0.0
85,835.2639770507812,0.0
86,834.5106201171875,0.0
87,833.7786865234375,0.0
88,833.0704956054688,0.0
89,832.388427734375,0.0
90,831.7347412109375,0.0
91,831.111572265625,0.0
92,830.5208740234375,0.0
93,829.9644165039062,0.0
94,829.4436645507812,0.0
95,828.9599609375,0.0
96,828.5142822265625,0.0
97,828.1072998046875,0.0
98,827.7391967773438,0.0
99,827.409912109375,0.0
100,827.1190185546875,0.0
101,826.865478515625,0.0
102,826.6480712890625,0.0
103,826.4649658203125,0.0
104,826.3141479492188,0.0
105,826.1932373046875,0.0
106,826.0994262695312,0.0
107,826.0299072265625,0.0
108,825.9816284179688,0.0
109,825.951416015625,0.0
110,825.9361572265625,0.0
111,825.9329223632812,0.0
112,825.938720703125,0.0
113,825.9508666992188,0.0
114,825.9671020507812,0.0
115,825.9852905273438,0.0
116,826.0036010742188,0.0
117,826.0206909179688,0.0
118,826.0355224609375,0.0
119,826.0473022460938,0.0
120,826.0556030273438,0.0
121,826.0602416992188,0.0
122,826.0612182617188,0.0
123,826.0587768554688,0.0
124,826.0532836914062,0.0
125,826.0451049804688,0.0
126,826.0348510742188,0.0
127,826.0230102539062,0.0
128,826.0100708007812,0.0
129,825.9965209960938,0.0
130,825.9827880859375,0.0
131,825.9692993164062,0.0
132,825.956298828125,0.0
133,825.9441528320312,0.0
134,825.9329223632812,0.0
135,825.9227905273438,0.0
136,825.913818359375,0.0
137,825.906005859375,0.0
138,825.8993530273438,0.0
139,825.8937377929688,0.0
140,825.8890991210938,0.0
141,825.8853759765625,0.0
142,825.8823852539062,0.0
143,825.8800659179688,0.0
144,825.8782958984375,0.0
145,825.876953125,0.0
146,825.8758544921875,0.0
147,825.8750610351562,0.0
148,825.8743286132812,0.0
149,825.8737182617188,0.0
150,825.873046875,0.0
151,825.8723754882812,0.0
152,825.8716430664062,0.0
153,825.870849609375,0.0
154,825.869873046875,0.0
155,825.8688354492188,0.0
156,825.8677368164062,0.0
157,825.866455078125,0.0
158,825.8651733398438,0.0
159,825.86376953125,0.0
160,825.8623046875,0.0
161,825.8607788085938,0.0
162,825.8593139648438,0.0
163,825.8577880859375,0.0
164,825.8562622070312,0.0
165,825.854736328125,0.0
166,825.853271484375,0.0
167,825.8518676757812,0.0
168,825.8504638671875,0.0
169,825.84912109375,0.0
170,825.8478393554688,0.0
171,825.8465576171875,0.0
172,825.8453979492188,0.0
173,825.84423828125,0.0
174,825.8430786132812,0.0
175,825.8419799804688,0.0
176,825.8409423828125,0.0
177,825.8399047851562,0.0
178,825.8388671875,0.0
179,825.837890625,0.0
180,825.8369140625,0.0
181,825.8359375,0.0
182,825.8349609375,0.0
183,825.833984375,0.0
184,825.8330078125,0.0
185,825.8320922851562,0.0
186,825.8311157226562,0.0
187,825.8301391601562,0.0
188,825.8292236328125,0.0
189,825.8282470703125,0.0
190,825.8273315429688,0.0
191,825.826416015625,0.0
192,825.825439453125,0.0
193,825.8245239257812,0.0
194,825.8236083984375,0.0
195,825.8226928710938,0.0
196,825.82177734375,0.0
197,825.8208618164062,0.0
198,825.8199462890625,0.0
199,825.8190307617188,0.0
200,825.8181762695312,0.0
201,825.8173217773438,0.0
202,825.81640625,0.0
203,825.8155517578125,0.0
204,825.814697265625,0.0
205,825.8138427734375,0.0
206,825.81298828125,0.0
207,825.8121948242188,0.0
208,825.8113403320312,0.0
209,825.8104858398438,0.0
210,825.8096923828125,0.0
211,825.8088989257812,0.0
212,825.8080444335938,0.0
213,825.8072509765625,0.0
214,825.8064575195312,0.0
215,825.8056640625,0.0
216,825.8048706054688,0.0
217,825.8040771484375,0.0
218,825.8032836914062,0.0
219,825.802490234375,0.0
220,825.8017578125,0.0
221,825.8009643554688,0.0
222,825.8001708984375,0.0
223,825.7994384765625,0.0
224,825.7986450195312,0.0
225,825.7979125976562,0.0
226,825.7971801757812,0.0
227,825.7964477539062,0.0
228,825.795654296875,0.0
229,825.794921875,0.0
230,825.794189453125,0.0
231,825.79345703125,0.0
232,825.7927856445312,0.0
233,825.7920532226562,0.0
234,825.7913208007812,0.0
235,825.7905883789062,0.0
236,825.7899169921875,0.0
237,825.7891845703125,0.0
238,825.7885131835938,0.0
239,825.7877807617188,0.0
240,825.787109375,0.0
241,825.786376953125,0.0
242,825.7857055664062,0.0
243,825.7850341796875,0.0
244,825.7843627929688,0.0
245,825.78369140625,0.0
246,825.782958984375,0.0
247,825.7822875976562,0.0
248,825.7816162109375,0.0
249,825.781005859375,0.0
250,825.7803344726562,0.0
251,825.7796630859375,0.0
252,825.7789916992188,0.0
253,825.7783203125,0.0
254,825.7777099609375,0.0
255,825.7770385742188,0.0
256,825.7764282226562,0.0
257,825.7757568359375,0.0
258,825.775146484375,0.0
259,825.7744750976562,0.0
260,825.7738647460938,0.0
261,825.773193359375,0.0
262,825.7725830078125,0.0
263,825.77197265625,0.0
264,825.7713623046875,0.0
265,825.770751953125,0.0
266,825.7700805664062,0.0
267,825.7694702148438,0.0
268,825.7688598632812,0.0
269,825.7682495117188,0.0
270,825.7676391601562,0.0
271,825.76708984375,0.0
272,825.7664794921875,0.0
273,825.765869140625,0.0
274,825.7652587890625,0.0
275,825.7646484375,0.0
276,825.7640991210938,0.0
277,825.7634887695312,0.0
278,825.7628784179688,0.0
279,825.7623291015625,0.0
280,825.76171875,0.0
281,825.7611694335938,0.0
282,825.7605590820312,0.0
283,825.760009765625,0.0
284,825.7593994140625,0.0
285,825.7588500976562,0.0
286,825.75830078125,0.0
287,825.7576904296875,0.0
288,825.7571411132812,0.0
289,825.756591796875,0.0
290,825.7560424804688,0.0
291,825.7554321289062,0.0
292,825.7548828125,0.0
293,825.7543334960938,0.0
294,825.7537841796875,0.0
295,825.7532348632812,0.0
296,825.752685546875,0.0
297,825.7521362304688,0.0
298,825.7515869140625,0.0
299,825.7510375976562,0.0
300,825.75048828125,0.0
301,825.7499389648438,0.0
302,825.7493896484375,0.0
303,825.7489013671875,0.0
304,825.7483520507812,0.0
305,825.747802734375,0.0
306,825.7472534179688,0.0
307,825.7467651367188,0.0
308,825.7462158203125,0.0
309,825.7456665039062,0.0
310,825.7451782226562,0.0
311,825.74462890625,0.0
