,loss,accuracy
0,883.9354248046875,0.0
1,882.8510131835938,0.0
2,881.8235473632812,0.0
3,880.8486328125,0.0
4,879.9210815429688,0.0
5,879.0355224609375,0.0
6,878.1863403320312,0.0
7,877.3685913085938,0.0
8,876.5775146484375,0.0
9,875.8092041015625,0.0
10,875.0603637695312,0.0
11,874.3285522460938,0.0
12,873.6119384765625,0.0
13,872.9093627929688,0.0
14,872.2197875976562,0.0
15,871.5425415039062,0.0
16,870.87646484375,0.0
17,870.2199096679688,0.0
18,869.5702514648438,0.0
19,868.9234008789062,0.0
20,868.2736206054688,0.0
21,867.6137084960938,0.0
22,866.9352416992188,0.0
23,866.2291259765625,0.0
24,865.486328125,0.0
25,864.6984252929688,0.0
26,863.8585815429688,0.0
27,862.9612426757812,0.0
28,862.0028076171875,0.0
29,860.9813232421875,0.0
30,859.896484375,0.0
31,858.7493286132812,0.0
32,857.5421142578125,0.0
33,856.278076171875,0.0
34,854.9614868164062,0.0
35,853.5972290039062,0.0
36,852.1908569335938,0.0
37,850.7484130859375,0.0
38,849.2757568359375,0.0
39,847.778564453125,0.0
40,846.2613525390625,0.0
41,844.7274780273438,0.0
42,843.1788330078125,0.0
43,841.6170654296875,0.0
44,840.0446166992188,0.0
45,838.4671630859375,0.0
46,836.8954467773438,0.0
47,835.34619140625,0.0
48,833.8421020507812,0.0
49,832.4100341796875,0.0
50,831.0775756835938,0.0
51,829.8699951171875,0.0
52,828.806396484375,0.0
53,827.8988037109375,0.0
54,827.1526489257812,0.0
55,826.5696411132812,0.0
56,826.149658203125,0.0
57,825.890869140625,0.0
58,825.786376953125,0.0
59,825.8196411132812,0.0
60,825.9615478515625,0.0
61,826.1722412109375,0.0
62,826.4078979492188,0.0
63,826.62939453125,0.0
64,826.808837890625,0.0
65,826.9308471679688,0.0
66,826.9904174804688,0.0
67,826.9889526367188,0.0
68,826.9319458007812,0.0
69,826.827880859375,0.0
70,826.6884155273438,0.0
71,826.5279541015625,0.0
72,826.3623046875,0.0
73,826.2059326171875,0.0
74,826.0696411132812,0.0
75,825.9592895507812,0.0
76,825.876220703125,0.0
77,825.8185424804688,0.0
78,825.7828979492188,0.0
79,825.765869140625,0.0
80,825.7640380859375,0.0
81,825.7741088867188,0.0
82,825.7924194335938,0.0
83,825.8150024414062,0.0
84,825.8378295898438,0.0
85,825.8576049804688,0.0
86,825.8721923828125,0.0
87,825.8805541992188,0.0
88,825.8829345703125,0.0
89,825.8798828125,0.0
90,825.872314453125,0.0
91,825.8611450195312,0.0
92,825.8470458984375,0.0
93,825.8310546875,0.0
94,825.814208984375,0.0
95,825.7976684570312,0.0
96,825.7825927734375,0.0
97,825.7698364257812,0.0
98,825.759765625,0.0
99,825.7525024414062,0.0
100,825.7477416992188,0.0
101,825.7451171875,0.0
102,825.7443237304688,0.0
103,825.744873046875,0.0
104,825.7464599609375,0.0
105,825.7485961914062,0.0
106,825.750732421875,0.0
107,825.75244140625,0.0
108,825.7534790039062,0.0
109,825.7536010742188,0.0
110,825.7529296875,0.0
111,825.7515869140625,0.0
112,825.7496948242188,0.0
113,825.7473754882812,0.0
114,825.744873046875,0.0
115,825.7422485351562,0.0
116,825.7396850585938,0.0
117,825.7373046875,0.0
118,825.7352905273438,0.0
119,825.7337036132812,0.0
120,825.732421875,0.0
121,825.7315063476562,0.0
122,825.7308959960938,0.0
123,825.7304077148438,0.0
124,825.7301025390625,0.0
125,825.7297973632812,0.0
126,825.7295532226562,0.0
127,825.729248046875,0.0
128,825.7288818359375,0.0
129,825.7283935546875,0.0
130,825.727783203125,0.0
131,825.72705078125,0.0
132,825.7262573242188,0.0
133,825.7254638671875,0.0
134,825.724609375,0.0
135,825.7237548828125,0.0
136,825.722900390625,0.0
137,825.7221069335938,0.0
138,825.7213134765625,0.0
139,825.7206420898438,0.0
140,825.719970703125,0.0
141,825.7193603515625,0.0
142,825.7188110351562,0.0
143,825.71826171875,0.0
144,825.7177124023438,0.0
145,825.7171630859375,0.0
146,825.7166748046875,0.0
147,825.7161254882812,0.0
148,825.715576171875,0.0
149,825.7149658203125,0.0
150,825.7144165039062,0.0
151,825.7138061523438,0.0
152,825.7131958007812,0.0
153,825.7125854492188,0.0
154,825.7119750976562,0.0
155,825.7113647460938,0.0
156,825.7108154296875,0.0
157,825.710205078125,0.0
158,825.7096557617188,0.0
159,825.7091064453125,0.0
160,825.70849609375,0.0
161,825.7079467773438,0.0
162,825.7073974609375,0.0
163,825.7068481445312,0.0
164,825.7063598632812,0.0
165,825.705810546875,0.0
166,825.7052612304688,0.0
167,825.7047119140625,0.0
168,825.7041625976562,0.0
169,825.70361328125,0.0
170,825.7030639648438,0.0
171,825.7025146484375,0.0
172,825.7019653320312,0.0
173,825.701416015625,0.0
174,825.7008666992188,0.0
175,825.7003173828125,0.0
176,825.6997680664062,0.0
177,825.69921875,0.0
178,825.6986694335938,0.0
179,825.6981201171875,0.0
180,825.6976318359375,0.0
181,825.6970825195312,0.0
182,825.696533203125,0.0
183,825.6959838867188,0.0
184,825.6954956054688,0.0
185,825.6949462890625,0.0
186,825.6943969726562,0.0
187,825.6939086914062,0.0
188,825.693359375,0.0
189,825.6928100585938,0.0
190,825.6923217773438,0.0
191,825.6917724609375,0.0
192,825.6912231445312,0.0
193,825.6907348632812,0.0
194,825.690185546875,0.0
195,825.6896362304688,0.0
196,825.6891479492188,0.0
197,825.6885986328125,0.0
198,825.6880493164062,0.0
199,825.6875610351562,0.0
200,825.68701171875,0.0
201,825.6865234375,0.0
202,825.6859741210938,0.0
203,825.6854858398438,0.0
204,825.6849365234375,0.0
205,825.6843872070312,0.0
206,825.6838989257812,0.0
207,825.683349609375,0.0
208,825.682861328125,0.0
209,825.6823120117188,0.0
210,825.6818237304688,0.0
211,825.6812744140625,0.0
212,825.6807861328125,0.0
213,825.6802368164062,0.0
214,825.6797485351562,0.0
215,825.67919921875,0.0
216,825.6786499023438,0.0
217,825.6781616210938,0.0
218,825.6776123046875,0.0
219,825.6771240234375,0.0
220,825.6765747070312,0.0
221,825.6760864257812,0.0
222,825.675537109375,0.0
223,825.675048828125,0.0
224,825.6744995117188,0.0
225,825.6740112304688,0.0
226,825.6734619140625,0.0
227,825.6729125976562,0.0
228,825.6724243164062,0.0
229,825.671875,0.0
230,825.67138671875,0.0
231,825.6708374023438,0.0
232,825.6703491210938,0.0
233,825.6697998046875,0.0
234,825.6692504882812,0.0
235,825.6687622070312,0.0
236,825.668212890625,0.0
237,825.6676635742188,0.0
238,825.6671752929688,0.0
239,825.6666259765625,0.0
240,825.6660766601562,0.0
241,825.6655883789062,0.0
242,825.6650390625,0.0
243,825.6644897460938,0.0
244,825.6640014648438,0.0
245,825.6634521484375,0.0
246,825.6629028320312,0.0
247,825.662353515625,0.0
248,825.6618041992188,0.0
249,825.6613159179688,0.0
250,825.6607666015625,0.0
251,825.6602172851562,0.0
252,825.65966796875,0.0
253,825.6591186523438,0.0
254,825.6585693359375,0.0
255,825.6580200195312,0.0
256,825.657470703125,0.0
257,825.6569213867188,0.0
258,825.6563720703125,0.0
259,825.6558227539062,0.0
260,825.6552734375,0.0
261,825.6547241210938,0.0
262,825.6541748046875,0.0
263,825.6536254882812,0.0
264,825.653076171875,0.0
265,825.6524658203125,0.0
266,825.6519165039062,0.0
267,825.6513671875,0.0
268,825.6508178710938,0.0
269,825.6502075195312,0.0
270,825.649658203125,0.0
271,825.6490478515625,0.0
272,825.6484985351562,0.0
273,825.6478881835938,0.0
274,825.6473388671875,0.0
275,825.646728515625,0.0
276,825.6461791992188,0.0
277,825.6455688476562,0.0
278,825.6449584960938,0.0
279,825.6443481445312,0.0
280,825.643798828125,0.0
281,825.6431884765625,0.0
282,825.642578125,0.0
283,825.6419677734375,0.0
284,825.641357421875,0.0
285,825.6407470703125,0.0
286,825.64013671875,0.0
287,825.6394653320312,0.0
288,825.6388549804688,0.0
289,825.6382446289062,0.0
290,825.6375732421875,0.0
291,825.636962890625,0.0
292,825.6362915039062,0.0
293,825.6356811523438,0.0
294,825.635009765625,0.0
295,825.6343383789062,0.0
296,825.6336669921875,0.0
297,825.6329956054688,0.0
298,825.63232421875,0.0
299,825.6316528320312,0.0
300,825.6309814453125,0.0
301,825.6303100585938,0.0
302,825.6295776367188,0.0
303,825.62890625,0.0
304,825.628173828125,0.0
305,825.6275024414062,0.0
306,825.6267700195312,0.0
307,825.6260375976562,0.0
308,825.6253051757812,0.0
309,825.6245727539062,0.0
310,825.6238403320312,0.0
311,825.623046875,0.0
312,825.622314453125,0.0
313,825.6215209960938,0.0
314,825.6207275390625,0.0
315,825.6199340820312,0.0
316,825.619140625,0.0
317,825.6183471679688,0.0
318,825.6175537109375,0.0
319,825.61669921875,0.0
320,825.6159057617188,0.0
321,825.6150512695312,0.0
322,825.6141967773438,0.0
323,825.6133422851562,0.0
324,825.6124267578125,0.0
325,825.611572265625,0.0
326,825.6106567382812,0.0
327,825.6097412109375,0.0
328,825.6088256835938,0.0
329,825.60791015625,0.0
330,825.60693359375,0.0
331,825.60595703125,0.0
332,825.60498046875,0.0
333,825.60400390625,0.0
334,825.60302734375,0.0
335,825.6019897460938,0.0
336,825.6009521484375,0.0
337,825.5999145507812,0.0
338,825.5988159179688,0.0
339,825.5977172851562,0.0
340,825.5966186523438,0.0
341,825.5955200195312,0.0
342,825.5943603515625,0.0
343,825.5932006835938,0.0
344,825.592041015625,0.0
345,825.5908203125,0.0
346,825.589599609375,0.0
347,825.5883178710938,0.0
348,825.5870361328125,0.0
349,825.5857543945312,0.0
350,825.58447265625,0.0
351,825.5830688476562,0.0
352,825.5817260742188,0.0
353,825.580322265625,0.0
354,825.5789184570312,0.0
355,825.5774536132812,0.0
356,825.575927734375,0.0
357,825.5744018554688,0.0
358,825.5728759765625,0.0
359,825.5712890625,0.0
360,825.5697021484375,0.0
361,825.5680541992188,0.0
362,825.5663452148438,0.0
363,825.5646362304688,0.0
364,825.5628662109375,0.0
365,825.56103515625,0.0
366,825.5592041015625,0.0
367,825.5573120117188,0.0
368,825.5553588867188,0.0
369,825.5534057617188,0.0
370,825.5513305664062,0.0
371,825.5492553710938,0.0
372,825.5471801757812,0.0
373,825.5449829101562,0.0
374,825.542724609375,0.0
375,825.5404663085938,0.0
376,825.5380859375,0.0
377,825.5357055664062,0.0
378,825.533203125,0.0
379,825.5307006835938,0.0
380,825.528076171875,0.0
381,825.5254516601562,0.0
382,825.522705078125,0.0
383,825.5198974609375,0.0
384,825.5170288085938,0.0
385,825.5140380859375,0.0
386,825.510986328125,0.0
387,825.5078735351562,0.0
388,825.5046997070312,0.0
389,825.5014038085938,0.0
390,825.4979858398438,0.0
391,825.4945068359375,0.0
392,825.4909057617188,0.0
393,825.4872436523438,0.0
394,825.4834594726562,0.0
395,825.4795532226562,0.0
396,825.4755249023438,0.0
397,825.471435546875,0.0
398,825.4671630859375,0.0
399,825.4628295898438,0.0
400,825.4583129882812,0.0
401,825.4536743164062,0.0
402,825.4489135742188,0.0
403,825.4439697265625,0.0
404,825.43896484375,0.0
405,825.4337158203125,0.0
406,825.4283447265625,0.0
407,825.4228515625,0.0
408,825.4171142578125,0.0
409,825.4112548828125,0.0
410,825.4051513671875,0.0
411,825.39892578125,0.0
412,825.3924560546875,0.0
413,825.3858032226562,0.0
414,825.3789672851562,0.0
415,825.3718872070312,0.0
416,825.3646240234375,0.0
417,825.3570556640625,0.0
418,825.3493041992188,0.0
419,825.34130859375,0.0
420,825.3330078125,0.0
421,825.324462890625,0.0
422,825.3156127929688,0.0
423,825.3065185546875,0.0
424,825.297119140625,0.0
425,825.2874145507812,0.0
426,825.27734375,0.0
427,825.2669677734375,0.0
428,825.2562255859375,0.0
429,825.2451782226562,0.0
430,825.2337036132812,0.0
431,825.221923828125,0.0
432,825.2096557617188,0.0
433,825.197021484375,0.0
434,825.1839599609375,0.0
435,825.1704711914062,0.0
436,825.156494140625,0.0
437,825.14208984375,0.0
438,825.1271362304688,0.0
439,825.1117553710938,0.0
440,825.0957641601562,0.0
441,825.0792846679688,0.0
442,825.062255859375,0.0
443,825.0446166992188,0.0
444,825.0263671875,0.0
445,825.0075073242188,0.0
446,824.9879760742188,0.0
447,824.9678344726562,0.0
448,824.947021484375,0.0
449,824.9254760742188,0.0
450,824.9032592773438,0.0
451,824.8802490234375,0.0
452,824.8565063476562,0.0
453,824.83203125,0.0
454,824.8067016601562,0.0
455,824.7805786132812,0.0
456,824.753662109375,0.0
457,824.725830078125,0.0
458,824.6972045898438,0.0
459,824.6676635742188,0.0
460,824.6373291015625,0.0
461,824.6060180664062,0.0
462,824.5739135742188,0.0
463,824.5408325195312,0.0
464,824.5069580078125,0.0
465,824.47216796875,0.0
466,824.4365844726562,0.0
467,824.400146484375,0.0
468,824.3628540039062,0.0
469,824.3248901367188,0.0
470,824.2861938476562,0.0
471,824.246826171875,0.0
472,824.2068481445312,0.0
473,824.1663818359375,0.0
474,824.12548828125,0.0
475,824.0842895507812,0.0
476,824.0427856445312,0.0
477,824.001220703125,0.0
478,823.959716796875,0.0
479,823.9183349609375,0.0
480,823.8773193359375,0.0
481,823.8367309570312,0.0
482,823.7968139648438,0.0
483,823.7576904296875,0.0
